,Feeding,,,Lying,,,Standing,,,Lying down,,,Standing up,,,Normal walking,,,Active walking,,,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.1,-0.4,-0.7,-0.5,0.7,0.5,,,
342,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,1.1,-0.3,-0.3,0.3,-0.3,-0.1,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.5,0.1,0.3,-2.6,1.7,0.7,,,
,-0.8,0,0.4,0,0.2,-0.6,-0.8,-0.1,0.4,,,,,,,0.6,0.4,-0.6,-0.8,-0.4,2.1,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.5,0.5,-0.8,1.6,-2.2,-1.1,,,
,-0.8,0,0.4,0,0.2,-0.6,-0.8,-0.1,0.4,,,,,,,-0.4,-0.7,1.2,-1.9,0.3,0.5,,,
,-0.8,0,0.4,0,0.2,-0.6,-0.8,-0.1,0.4,,,,,,,0.4,0.5,-0.3,-0.7,2.1,0,,,
343,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0,-0.4,-0.5,0.2,0.7,0.1,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.7,1.2,-0.5,-0.8,-0.1,0.2,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.2,0.4,-0.1,-2.5,-2.2,-1.4,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.4,-0.4,-0.7,0.1,-1.9,0.5,,,
,-0.8,0,0.4,0,0.2,-0.6,-0.8,-0.1,0.4,,,,,,,-0.8,-0.2,-0.3,3.4,-2.1,-3.8,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.3,0.5,0.1,0.4,-0.4,0.8,,,
344,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-1,-1,0.4,0.5,0.5,2.3,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.3,-0.3,-0.5,-0.3,0.6,-3.5,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.5,,,,,,,-0.2,-0.3,0.1,2.3,-0.6,0.1,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.9,0,0.2,,,,,,,0.1,-0.8,0.8,-0.4,2,0.1,,,
,-0.8,0,0.4,0,0.2,-0.6,-0.9,0,0.2,,,,,,,-0.2,-0.4,-0.1,-2.4,0.7,-2,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0,0.3,,,,,,,0.3,-0.5,-0.6,-1,2.4,2,,,
345,-0.8,0,0.4,0,0.3,-0.6,-1.1,0.4,0,,,,,,,-0.1,0.1,0.8,-1,4.2,2.3,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.9,0,0.3,,,,,,,0,0.4,0.7,-1,-0.6,-0.9,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0,0.3,,,,,,,0,-0.7,0,-1.2,1.8,1.6,,,
,-0.8,0,0.4,0,0.2,-0.6,-0.9,0,0.3,,,,,,,0.1,-0.2,-0.4,-1.5,0.3,-1.7,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0,0.4,,,,,,,0.5,0.6,-0.7,-0.8,0.1,-0.5,,,
,-0.8,0,0.4,0,0.2,-0.6,-0.8,0,0.3,,,,,,,-0.2,0,-0.7,0.7,2.3,0.2,,,
346,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.2,0.4,,,,,,,0.1,0.3,0.3,-0.6,0.4,1.3,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.2,0.2,,,,,,,-1.3,0.7,0,-1.6,-0.9,0.8,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.1,0.2,,,,,,,-0.2,0.4,0,1.2,2.4,-1.4,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.9,0,0.1,,,,,,,-0.2,0.1,-0.2,-0.1,-1,2.1,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.1,0.2,,,,,,,0.1,0.3,0.5,1.8,1,-0.5,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.1,0.2,,,,,,,-0.1,-0.3,-0.5,1,1.3,0.8,,,
347,-0.8,0,0.4,0,0.3,-0.6,-0.9,0,0.2,,,,,,,-0.8,-0.1,-0.3,-1.4,-0.5,-0.4,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.9,0,0.2,,,,,,,-0.1,-0.5,0.1,-0.9,0.9,-1.5,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.9,0,0.2,,,,,,,-0.3,0.1,0.6,1.7,-0.2,2,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.6,0.4,0.6,0.4,-0.1,2,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.9,0,0.2,,,,,,,0,0.1,0.1,-0.1,-0.8,0,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-0.1,-0.2,0.2,0.4,2.6,-1,,,
348,-0.8,0,0.4,0,0.3,-0.6,-0.6,0,0.2,,,,,,,-0.1,-0.1,0,1.1,1.1,1.2,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.1,0.3,,,,,,,0.6,-0.2,-0.4,0.3,-0.5,0.1,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.1,0.3,,,,,,,-0.1,-0.2,0,1.2,-1.6,-2.3,,,
,-0.8,0,0.4,0,0.2,-0.6,-0.8,0.1,0.3,,,,,,,0,0.2,-0.1,-2.5,0.4,1,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.1,0.3,,,,,,,0.4,-0.1,0.8,0.8,0.4,-0.7,,,
,-0.8,0,0.4,0,0.2,-0.6,-0.8,0.1,0.3,,,,,,,0.6,0.1,-0.3,2.2,0.2,-3,,,
349,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.1,0.3,,,,,,,0.4,0.2,0,0.6,1.8,1.3,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.1,0.3,,,,,,,1,-0.3,0.2,0,-0.7,0.1,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.1,0.3,,,,,,,0.1,0.1,0.2,1.8,-0.4,-3.2,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.1,0.3,,,,,,,-0.2,0.4,0.1,-1.5,1,-0.6,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0,0.3,,,,,,,-0.5,0.6,-0.3,0.4,0.1,1.9,,,
,-0.8,0,0.4,0,0.3,-0.6,-1.3,-0.2,0.5,,,,,,,-0.2,-0.4,0.1,1,1.4,1.1,,,
350,-0.8,0,0.4,0,0.3,-0.6,-0.9,0,0.3,,,,,,,-1,-0.2,-0.2,1.4,-4.6,0.5,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0.2,0.2,,,,,,,1,-0.5,0.2,-2,-0.5,-1.2,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0,0.2,,,,,,,-0.7,0.3,-1.4,-0.2,3.1,1.3,,,
,-0.8,0,0.4,0,0.2,-0.6,-0.9,0,0.2,,,,,,,0.4,0.5,-0.3,-0.5,1.9,-0.3,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.9,0,0.2,,,,,,,-0.2,0.8,0.4,-0.6,-0.1,-0.4,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,,,,,,,0.4,-0.1,0,-2.2,-0.7,-0.3,,,
351,-0.8,0,0.4,0,0.2,-0.6,-0.8,0,0.4,,,,,,,-0.2,0.2,-0.4,1.6,-0.8,-1.1,,,
,-0.8,0,0.4,0,0.1,-0.7,-0.8,0,0.4,,,,,,,0.3,-0.2,0,0.1,-1.1,0.6,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0,0.3,,,,,,,-0.2,0.6,0.2,-1.8,0.3,-0.9,,,
,-0.8,0,0.4,0,0.3,-0.6,-0.8,0,0.3,,,,,,,-0.6,0.6,-0.2,-0.7,0.5,0.3,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.8,0,0.3,,,,,,,0,-0.8,-0.2,-0.3,1.1,0.2,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.8,0,0.3,,,,,,,1.1,-0.4,-0.3,-2.3,-1,0.8,,,
352,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.1,0.2,0.7,-1,-1.5,-1,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.2,0.1,0.9,2,-0.8,1.3,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-1.2,-0.2,0.2,-0.2,1.4,-2.3,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,0.3,-0.5,0.4,0.1,-4.4,-1.3,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,0,-0.3,0,-0.6,2.1,0.2,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.1,-0.5,0.1,-4.1,0.1,2.7,,,
353,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.2,0.1,1.2,1.3,0.5,1.1,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.7,-0.5,0,-0.2,-1.4,0.5,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,1,-0.3,0,0.8,0.1,-1.1,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.6,0.1,-0.8,2.6,-2.6,-3.9,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,0.4,1,0.2,0.5,-7.6,1.7,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,0.8,0.7,-0.2,-0.5,-0.1,-1.4,,,
354,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.3,-0.8,0.5,1.5,1.1,0.9,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.3,0.5,-0.5,-0.7,-0.5,1.9,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.3,0.1,0,2.3,0.5,-0.9,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,0,0.3,-0.4,-2.1,-1,1.6,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,0.6,0.6,-0.7,1.3,0.7,-2.6,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.3,0.7,-0.9,-1.2,0.4,-0.7,,,
355,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.8,-0.7,-0.5,0.3,1.8,4.1,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.8,0.1,0.2,,,,,,,-0.6,0.2,-0.7,0.6,0.5,-0.2,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.8,0,0.2,,,,,,,-0.3,-0.8,0.8,1,0.7,1,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0.1,0.2,,,,,,,0.2,-0.3,-1,0.9,-1.3,-0.7,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0.1,0.2,,,,,,,-1,0.1,0.5,-3.8,0.1,3,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.8,0.1,0.2,,,,,,,0.1,-0.5,0.2,1,3.1,-0.1,,,
356,-0.8,0,0.5,0,0.4,-0.6,-0.8,0,0.2,,,,,,,0.3,-0.6,-1.1,1.3,-1.9,-3.6,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,0,0.3,-0.1,-1.6,-0.4,-0.1,,,
,-0.8,-0.1,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.6,-0.1,-0.1,0.9,0,2.2,,,
,-0.8,-0.1,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-1.2,-0.2,-0.3,0.5,1.9,-1.3,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,0.2,0,-0.2,-1.5,2.1,-2.9,,,
,-0.9,0.1,0.4,0,0.5,-0.6,-0.9,0,0.2,,,,,,,0.3,-0.3,0.7,-1.4,2,-1.8,,,
357,-0.8,-0.2,0.3,0,0.5,-0.6,-0.9,0,0.2,,,,,,,0.1,0.7,0.3,-3.1,-0.8,1,,,
,-0.8,0,0.4,0,0.4,-0.6,-0.9,0,0.2,,,,,,,0.3,0.3,0.4,-1.5,0.3,-3.1,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0,0.2,,,,,,,-0.4,-0.3,0.1,-0.4,2.4,2.6,,,
,-0.8,0,0.3,0,0.3,-0.6,-0.9,0,0.2,,,,,,,0.8,-0.7,0.7,0.6,-0.5,-1.3,,,
,-0.8,0,0.3,0,0.3,-0.6,-0.8,0.1,0.2,,,,,,,0.7,-1.2,0.1,1.9,-2,-0.7,,,
,-0.8,0,0.3,0,0.3,-0.6,-0.8,0.2,0.2,,,,,,,0.7,0.6,-1.2,-1.3,-3,0,,,
358,-0.8,0,0.3,0,0.3,-0.6,-0.8,0.2,0.2,,,,,,,-0.4,-0.6,-0.4,1.5,3.4,-1,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0.3,0.2,,,,,,,0.2,0.3,-0.4,-0.2,0.2,0.6,,,
,-0.7,0.1,0.4,0,0.4,-0.6,-0.8,0.2,0.2,,,,,,,-0.3,0.2,-0.5,-1,0.3,-2.4,,,
,-0.9,0,0.3,0,0.4,-0.6,-0.8,0.2,0.2,,,,,,,0,0.7,-0.2,0,-1.6,-2.3,,,
,-0.9,0,0.2,0,0.4,-0.6,-0.9,0.1,0.4,,,,,,,-0.1,0.2,-0.1,-3.1,-0.8,0.4,,,
,-0.8,0,0.2,0,0.4,-0.6,-0.9,0,0.3,,,,,,,-0.5,-0.1,1.4,1.5,1.1,-0.4,,,
359,-0.8,0.3,0.1,0,0.4,-0.6,-0.9,0,0.3,,,,,,,-0.2,0.3,-0.9,2.2,-1.2,3.5,,,
,-0.9,0.2,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,-0.7,0.4,1.1,1.7,0.8,-2.7,,,
,-0.6,-0.5,0.5,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0.8,0.2,0.3,-0.6,0.7,-1.4,,,
,-0.8,-0.1,0.4,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0.3,1.2,0.7,-1,-0.1,0.5,,,
,-0.8,-0.1,0.4,0,0.4,-0.6,-0.9,0,0.3,,,,,,,-0.5,0,-0.8,-2,-0.5,0,,,
,-0.9,0,0.2,0,0.4,-0.6,-0.9,0.1,0.3,,,,,,,0.9,0.4,0.1,-0.3,1.5,1.1,,,
360,-0.9,0,0.2,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0.2,0.8,-0.6,1.7,0.7,0.8,,,
,-0.9,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,-0.1,-0.2,0,-1.5,2.1,-0.5,,,
,-0.9,0,0.2,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0.6,-0.7,-0.1,-0.3,-1.8,0.1,,,
,-0.9,0,0.2,0,0.4,-0.6,-0.8,0,0.3,,,,,,,0.6,-0.1,-0.2,-1.2,-2.1,-0.9,,,
,-0.9,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,-0.2,0.5,0.4,0.5,-1.5,-0.6,,,
,-0.9,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,-0.3,0.1,0.6,-0.4,-1.7,0.5,,,
361,-0.9,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0.1,-0.1,0.1,-0.9,-0.7,-1.5,,,
,-0.9,0,0.2,0,0.4,-0.6,-0.9,0,0.3,,,,,,,-0.2,-0.4,0,3.5,-1.1,-1.3,,,
,-0.9,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,-0.8,0.5,-0.1,-1.7,0.8,0.6,,,
,-0.9,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0.1,-0.2,-0.1,-1.7,1.5,1.7,,,
,-0.9,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,-0.5,-0.6,0.1,2.5,0.2,-0.3,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,-0.4,-0.5,-0.6,1.3,-2,-1.3,,,
362,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,0.2,-0.6,0.2,-2.5,-1.7,-0.9,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,0.1,-0.3,-0.9,-1.6,2.4,-2.9,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0.6,-0.4,0.3,1.5,-2.5,1.5,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0.9,0.1,-0.1,0.3,1,-3.7,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0.2,-0.6,0.8,1.6,-1.6,0.9,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,-0.4,-0.5,0,-0.6,0.7,-0.7,,,
363,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,0.8,0.2,1.4,1.8,1.1,0.8,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.6,-1,0.3,,,,,,,-0.3,-0.5,-0.1,-1.6,0.4,-0.9,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0,0.2,,,,,,,0.4,0.2,0.3,0.6,-2.3,1.2,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,-0.2,0.2,,,,,,,0.1,-0.2,0.2,-0.3,-0.9,1.4,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,-0.4,-0.5,0.7,-0.4,-0.1,-2.4,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,-0.3,0.6,0.1,1.8,-1.2,-0.2,,,
364,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,-0.3,-0.6,-0.9,0.4,0.3,0.1,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,0.9,0.2,0.2,1.4,-2.3,0.3,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,-0.1,-0.1,0.5,2.3,2,-3.5,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,0.4,-0.2,0,-1.2,1.5,1.3,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,-0.1,-1.2,-0.4,-0.4,-0.4,-1.9,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.7,-0.4,0.4,,,,,,,0.2,0.1,1.1,0.6,-0.4,-1.8,,,
365,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.4,,,,,,,-0.1,-0.4,-0.9,-1.1,-1,-0.1,,,
,-0.9,0,0.3,0,0.4,-0.6,-0.8,-0.1,0.3,,,,,,,-0.2,0.5,-0.9,2.2,-0.4,0.8,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,-0.1,0.3,,,,,,,-0.9,-0.1,0.2,1.9,0.3,0.8,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,-0.1,0.3,,,,,,,0.6,-0.3,0.2,-1.2,-0.1,1,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,-0.2,0.6,-1.1,-1.3,2.5,-1.2,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,-0.3,0,-0.2,1.1,1.5,-0.6,,,
366,-0.8,0,0.3,0,0.4,-0.6,-0.8,-0.1,0.3,,,,,,,-0.3,-0.4,-0.1,-1.3,-1.2,2.4,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0.4,0.2,,,,,,,0,0,-0.3,-2.3,-0.8,-1.1,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.6,0.1,0.2,,,,,,,-0.8,0,0.2,0.8,-0.8,-0.9,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0.1,0.2,,,,,,,-0.5,-1.1,-0.1,0.7,-1.6,-1.7,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,-0.2,0,-0.1,-1.9,-0.4,0.5,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,0.3,0.2,-0.7,0.3,1.5,-2.1,,,
367,-0.8,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0,0.2,0.4,2,-0.1,-0.5,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0.5,0.4,0.3,2.4,-3.1,-1.9,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0.1,0.4,,,,,,,-1.1,0.6,0.1,0,1.1,-0.3,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.7,0.9,0.5,,,,,,,0.9,0.3,0.7,-0.9,1.1,-1,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,0.4,0.2,0,-2.1,0.2,-0.1,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,0,-0.4,0.1,1.8,-1.1,-3,,,
368,-0.8,0,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,0.9,-0.1,0.6,0.2,1.5,1.1,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0.1,0.3,,,,,,,0.2,-0.6,-0.5,0.9,0.8,0.5,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,0.1,-0.1,0.2,-0.2,0.6,2.2,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,0.3,-0.3,0.8,-2.5,1.9,-0.2,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,0.3,0.5,-0.1,2,0.3,0.8,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.9,0,0.3,,,,,,,0.1,0.1,-1,0.8,0.3,1.6,,,
369,-0.8,0,0.3,0,0.4,-0.6,-0.8,-0.2,0.5,,,,,,,-0.3,0.6,0.3,-1.4,-0.9,-0.3,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0.3,0.3,,,,,,,0.1,0.5,1.1,1.8,-1.7,2.3,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,-0.3,-0.2,0.9,0.3,-0.1,-0.3,,,
,-0.8,0,0.3,0,0.4,-0.6,-0.8,0.3,0.1,,,,,,,-0.2,0.4,0.2,-0.9,1,-0.6,,,
,-0.7,0.2,0,0,0.4,-0.6,-0.8,0.2,0.2,,,,,,,0,0.6,0.1,-0.7,-0.3,-3,,,
,-0.8,-0.1,0.4,0,0.4,-0.6,-0.8,0.3,0.2,,,,,,,0.4,0,0,1,0.8,-1.4,,,
370,-0.8,0,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,0.8,-0.3,-0.2,1.8,-0.8,2.7,,,
,-0.8,0.2,0.2,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,-0.4,0.3,-0.1,1.7,-2.4,0.8,,,
,-0.9,0.1,0.2,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,-0.3,-0.1,0.3,-1.9,1.8,-2.2,,,
,-0.9,0,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,-0.3,0,0.8,-0.2,0.2,-0.6,,,
,-0.8,-0.1,0.4,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,0.2,0.2,0.1,-0.4,1.1,-1.3,,,
,-1.1,-0.2,0.5,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,0.2,-0.8,0,0.1,0.2,-0.4,,,
371,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,-0.1,-0.2,-0.1,-1.6,1.9,0.6,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,-0.2,0.5,0.2,-0.4,0.2,-1.2,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,-0.7,0.4,0.2,1.5,-2.7,0.9,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,-0.6,-0.2,-0.4,0.3,-3.2,1.5,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.2,0.3,,,,,,,0.9,0,-0.5,0.8,-0.5,-1.9,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.2,0.3,,,,,,,0.2,-0.5,-0.1,0.3,0,-2.9,,,
372,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.2,0.3,,,,,,,-0.2,0,1.2,2.2,0.5,0.8,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.2,0.3,,,,,,,-0.3,-0.4,0.2,1.4,-2.4,1.3,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.2,0.3,,,,,,,-0.3,0.1,0.6,1.2,0.8,1.7,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,-0.4,-0.4,0.1,2,1.2,-0.6,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.3,0.3,,,,,,,0.3,0.1,0.5,-2.8,0.5,1,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,0.2,0,-0.3,0.7,3.6,-0.6,,,
373,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.1,0.3,,,,,,,-0.7,0.1,0.8,-0.7,1.1,2.1,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.2,0.3,,,,,,,0.2,0.9,0,-2.3,0,0.2,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.2,0.3,,,,,,,-0.3,0,0.3,-0.3,0.9,-0.7,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.2,0.2,,,,,,,-0.9,0.5,0,2.4,1.5,0.2,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0.6,-0.5,,,,,,,0.4,0.2,0.3,0.8,-2.3,1.4,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,-1.2,1,1.2,0.8,-0.9,-1.8,,,
374,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,0.3,0.1,0.3,-2.1,-0.7,-0.2,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,0.1,-0.5,0.5,-1.7,1.4,-1,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,-0.1,-1,0,-2.2,1.4,-0.6,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,-1.3,-0.6,-0.4,0.1,0.1,-0.3,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0,0.4,,,,,,,0.4,0,0.3,1.9,1.3,0.2,,,
